Name,Average_User_Rating,User_Rating_Count,Price,In-app_Purchases,Developer,Age_Rating,Languages,Size,Original_Release_Date,Current_Version_Release_Date,Action,Adventure,Board,Card,Casual,Education,Entertainment,Family,Puzzle,Role Playing,Simulation,Sports,Other,desc_lengths,Difference_in_Days
Flying Empire,0.0,0.0,0.0,"['4.99', '4.99', '4.99']",Qumaron,9.0,EN,116396032.0,1342,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0
Pyramid Solitaire Premium Free,5.0,84.0,0.0,"['0.99', '1.99', '0.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4.0,EN,65707008.0,1688,646,0,0,0,1,0,0,1,0,0,0,0,0,0,1435,1042
Football Director 2017,4.0,8.0,2.99,['0.0'],Sports Director Ltd,4.0,"EN, FR, DE, IT, ES",36938752.0,1685,567,0,0,0,0,0,0,0,0,0,0,0,1,0,3219,1118
Operands,0.0,0.0,1.99,['0.0'],Rectangled Software,4.0,EN,44649472.0,1515,432,0,0,0,0,0,0,0,0,1,0,0,0,1,637,1083
Picture Puzzle -  Photo Jigsaw,0.0,0.0,0.0,['0.0'],Abdul Mateen,4.0,EN,33654784.0,1688,203,0,0,0,0,0,0,0,0,1,0,0,0,0,1628,1485
Diamond Jewel Matching Mania: Match 3 Journey,5.0,7.0,0.0,['2.99'],Amy Prizer,4.0,EN,69206016.0,1683,1683,0,0,0,0,0,0,0,0,1,0,0,0,0,1302,0
Braveland Wizard,4.5,61.0,2.99,['0.0'],Tortuga Team,12.0,"NL, EN, FR, DE, IT, PL, PT, RU, ZH, ES",408547328.0,1672,402,0,1,0,0,0,0,0,0,0,0,0,0,0,705,1270
Original Snake - The Longer The Better,0.0,0.0,0.0,['2.99'],Awesome Free Games,4.0,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",10240000.0,1671,1671,0,0,0,0,0,0,1,1,0,0,0,0,0,1440,0
Worm Battle: Wormageddon,3.0,31.0,0.0,"['9.99', '20.99', '2.99', '9.99']",Play Reaction,4.0,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",246902784.0,1665,64,1,0,0,0,0,0,1,0,0,0,0,0,0,868,1601
Candy Drops Matching Mania: Sugar Sweet Shop Puzzle Game,3.0,9.0,0.0,['2.99'],"NetSummit Enterprises, Inc.",4.0,EN,28725248.0,1677,1677,0,0,0,0,0,0,0,0,1,0,0,0,0,1301,0
Soul Taker-Face of Fatal Blow,4.0,20.0,0.0,"['9.99', '2.99', '9.99', '89.99', '9.99', '2.99', '29.99', '89.99', '49.99', '89.99']","Andromeda Games Co., Ltd.",12.0,"EN, JA, KO",1214346240.0,1549,1135,0,0,0,0,0,0,0,0,0,1,0,0,0,1199,414
Star Girl: Princess Gala,4.5,412.0,0.0,"['1.99', '0.99', '4.99', '9.99', '1.99', '4.99', '24.99', '4.99', '1.99', '9.99']",Animoca,12.0,"DA, NL, EN, FR, DE, ID, IT, JA, KO, MS, PL, PT, RU, ZH, ES, SV, TH, ZH",124346368.0,1658,406,0,0,0,1,0,0,1,0,0,0,0,0,0,1592,1252
Defenders 2: Tower Defense CCG,4.0,1141.0,0.0,"['0.99', '1.99', '9.99', '4.99', '0.99', '1.99', '24.99', '0.99', '4.99', '9.99']","NIVAL, INC.",12.0,"AR, ZH, EN, FR, DE, IT, PL, PT, RU, ES, TR",819206144.0,1274,-8,0,0,0,1,0,0,1,0,0,0,0,0,0,1327,1282
"""Start The Fight - Don't Make Them Fall Or Jump!""",0.0,0.0,0.0,['2.99'],Christy Love Margarico,4.0,EN,8273920.0,1601,1601,0,0,0,0,0,0,1,1,0,0,0,0,0,1146,0
Shifuban,0.0,0.0,0.0,['0.0'],Bernd Bruegge,4.0,EN,41783296.0,1681,1681,0,0,0,0,0,0,0,0,1,0,0,0,0,1370,0
Tiny Empire,4.0,47.0,0.0,"['1.99', '0.99', '1.99']",Mother Gaia Studio,12.0,EN,172356608.0,1406,1028,0,0,0,0,0,0,0,0,0,1,0,0,0,588,378
1024 - 2048 - 4096 - 8192,0.0,0.0,0.0,['0.0'],Gerhard Lentschik,4.0,"EN, DE, ES",23695360.0,1685,566,0,0,1,0,0,0,1,0,0,0,0,0,0,626,1119
Bricks - Build a Wall,0.0,0.0,0.0,['0.0'],Jo Albright,4.0,EN,14932992.0,1548,799,0,0,0,0,0,0,0,0,1,0,0,0,0,377,749
About Dot Connect,0.0,0.0,0.0,['0.0'],sungsoo jung,4.0,EN,8601600.0,1492,1492,0,0,1,0,0,0,0,0,0,0,0,0,1,399,0
Help the Zombies,0.0,0.0,0.0,['1.99'],Dominik Walleser,9.0,EN,214425600.0,1684,1684,0,0,0,0,0,0,1,0,0,0,0,0,1,1262,0
Amazing Red Ball Geometry Jump,0.0,0.0,0.0,['2.99'],Amy Prizer,4.0,EN,5165056.0,1649,1649,0,0,0,0,0,0,0,1,0,0,0,0,0,1034,0
Magic Cats Journey - Arcade Match-3 Game,5.0,26.0,0.0,"['0.99', '0.99', '1.99', '0.99', '1.99', '1.99', '1.99', '0.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4.0,EN,30969856.0,1667,1643,0,0,0,0,1,0,1,0,0,0,0,0,0,1630,24
Highrise Heroes - The Towering Word Game,4.5,406.0,0.0,"['2.99', '0.99', '0.99', '1.99', '4.99', '2.99', '0.99']",Noodlecake Studios Inc,9.0,EN,48253952.0,1665,1266,0,0,0,0,0,0,0,0,0,0,0,0,1,968,399
Digger Mine-r Diamond Cave Run-ner Rush,0.0,0.0,0.0,"['4.99', '9.99']",Chris Goinks,4.0,EN,19517440.0,1670,1670,0,0,0,0,1,0,1,0,0,0,0,0,0,64,0
2048 Classic \xb7 Swipe Game,4.5,75.0,0.0,['0.0'],Matthew Murphy,4.0,"NL, EN, FR, DE, HI, IT, JA, KO, PT, RU, ZH, ES, TR",29640704.0,1685,27,0,0,0,0,0,0,0,0,1,0,0,0,0,1063,1658
LowDown: A Social Experiment,0.0,0.0,0.0,['0.0'],Ethan W Larson,4.0,EN,7991296.0,1470,1376,0,0,0,0,0,0,1,0,0,0,0,0,0,414,94
Escape the Pitfall: Gold Mine Dash Escape,0.0,0.0,0.0,"['2.99', '7.99', '4.99', '2.99']","Netsummit Marketing, Inc.",4.0,EN,25534464.0,1641,1641,1,0,0,0,0,0,0,0,0,0,0,0,0,504,0
"""Five Nights at Freddy's 2""",4.5,20707.0,2.99,['0.0'],"Clickteam, LLC",12.0,EN,37630976.0,1686,747,0,0,0,0,0,0,0,0,0,0,1,0,0,1056,939
"""Mustache Dan's Ghost Jam""",0.0,0.0,0.0,['0.99'],Zdravka COPELAND,9.0,EN,11124736.0,1684,1684,0,0,0,0,0,0,0,1,0,0,0,0,0,230,0
Legendary Altrone,0.0,0.0,0.0,['0.0'],"LUMINOV GLOBAL INDONESIA, PT",12.0,EN,44953600.0,1361,1339,0,0,0,1,0,0,0,0,0,0,0,0,0,1523,22
Hot Wire - Heisser Draht,0.0,0.0,0.0,['0.0'],Marcel Fuchs,4.0,EN,16244736.0,1685,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,351,94
Half Circle,0.0,0.0,0.0,['0.0'],Inderjit Singh Hayer,4.0,EN,16238592.0,1687,694,0,0,0,0,0,0,0,0,1,0,0,0,0,128,993
Tank fights,0.0,0.0,0.0,['0.0'],Viacheslav Bunkov,9.0,EN,25306112.0,1685,665,1,0,0,0,0,0,0,0,0,0,0,0,0,150,1020
Sneaky Sneaky,4.5,310.0,2.99,['0.0'],Naiad Entertainment LLC,9.0,EN,491440128.0,1666,1296,0,1,0,0,0,0,1,0,0,0,0,0,0,1376,370
Running PopStar,0.0,0.0,0.0,"['0.99', '0.99', '0.99', '0.99']",Zheng Juqiang,4.0,"EN, ZH",29461504.0,1674,1092,0,0,0,0,0,1,0,0,1,0,0,0,0,320,582
Escape From USA,0.0,0.0,0.0,['0.0'],Leeway Infotech Private Ltd.,4.0,EN,28217344.0,1537,1537,0,0,0,0,0,0,1,0,1,0,0,0,0,208,0
WWII: Dogfight,0.0,0.0,0.99,['0.0'],Valerii Andrusyk,9.0,"EN, DE",77906944.0,1086,503,0,0,1,0,0,0,1,0,0,0,0,0,0,660,583
Ultra Rock Paper Scissor,0.0,0.0,0.0,['0.0'],Willibert Pena,4.0,"EN, ES",921600.0,1674,1674,0,0,1,0,0,0,0,0,0,0,0,0,0,426,0
Left Right Choose,0.0,0.0,0.0,['0.0'],Andrew Boryk,4.0,EN,471040.0,1680,1518,0,0,0,0,0,0,0,0,1,0,0,0,0,298,162
Resource Texture Packs for Minecraft,2.0,16.0,2.99,['0.0'],JINPING YI,4.0,EN,41260032.0,1686,1196,0,0,0,0,0,0,0,0,0,1,0,0,0,1149,490
Swords of Anima,4.0,26.0,2.99,['0.0'],Andres Perez Camarasa,12.0,EN,1267209216.0,1680,1011,0,0,0,0,0,0,1,0,0,1,0,0,0,528,669
Epic Little War Game,4.0,91.0,4.99,['0.0'],Rubicon,12.0,EN,126474240.0,763,740,1,0,0,0,0,0,1,0,0,0,0,0,0,2087,23
Free Gems Guide Calculator for Clash Of Clans - Coc & Xmod - No Hack,3.5,822.0,0.0,['0.0'],Tu Anh Do,17.0,EN,22884352.0,1685,1266,0,0,0,0,1,0,0,0,0,0,0,0,1,536,419
4 Tokens - Online,0.0,0.0,0.0,['0.0'],Andreas Partenhauser,4.0,"EN, FR, DE, IT, ES",41797632.0,1507,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,777,227
Mega Stack,0.0,0.0,0.0,['0.0'],Jakob Mikkelsen,4.0,EN,2958336.0,1684,1363,0,0,0,0,1,0,1,0,0,0,0,0,0,244,321
Toomi,0.0,0.0,0.0,['0.99'],Swann Martin-Raget,4.0,EN,18973696.0,1637,848,0,0,0,0,0,0,1,1,0,0,0,0,0,367,789
Laser Box - Puzzle,5.0,164.0,0.0,"['0.99', '1.99', '9.99', '1.99', '0.99', '0.99', '0.99']",Eugene Dmitriev,4.0,EN,411834368.0,1664,981,0,0,0,0,0,0,1,0,1,0,0,0,0,547,683
Color Worlds,0.0,0.0,0.0,"['0.99', '0.99', '3.99']",Andrey Melihov,9.0,"EN, RU",112848896.0,1495,1390,0,0,0,0,0,0,1,0,1,0,0,0,0,2594,105
Galaxy Clash: Evolved Empire,4.5,9.0,0.0,"['4.99', '19.99', '1.99', '9.99', '99.99', '0.99', '49.99']",Lihui Ma,9.0,EN,34461696.0,1671,87,0,0,0,0,0,0,1,0,0,0,1,0,0,1903,1584
Platypus Evolution | The Best Addicting Clicker Game of the Hero Mutant Monsters,5.0,10402.0,0.0,"['1.99', '1.99', '1.99', '4.99', '5.99', '1.99', '0.99', '5.99', '9.99', '1.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,9.0,"EN, PT",72950784.0,1671,1045,0,0,0,0,1,0,1,0,0,0,0,0,0,2076,626
Lawn Wiper,4.0,68.0,0.0,['0.0'],Chau Hoang,4.0,EN,11068416.0,1662,525,1,0,0,0,0,0,0,0,0,0,0,0,0,127,1137
GameOfGo,0.0,0.0,1.99,['0.0'],Phidias Solutions Ltd,4.0,EN,9899008.0,1321,165,0,0,1,0,0,0,0,0,0,0,0,0,0,761,1156
Twilight Struggle,3.5,208.0,6.99,['2.99'],Asmodee Digital,12.0,EN,317893632.0,1104,275,0,0,1,0,0,0,0,0,0,0,0,0,0,3318,829
AwesomePlus,0.0,0.0,0.0,"['1.99', '2.99', '3.99', '5.99']",V3REE INNOVATION LIMITED,4.0,"NL, EN, FR, DE, ID, IT, JA, KO, PL, RU, ZH, ES, ZH",256663552.0,680,8,0,0,0,0,1,0,0,0,0,0,0,0,1,1801,672
GameOfGoLite,0.0,0.0,0.0,['0.0'],Phidias Solutions Ltd,4.0,EN,17343488.0,1320,165,0,0,1,0,0,0,0,0,0,0,0,0,0,759,1155
Quota Tuna Fishing,5.0,13.0,0.0,"['4.99', '1.99', '11.99', '7.99']",Wade Thomson,4.0,EN,219815936.0,1556,1556,0,0,0,0,0,0,0,0,0,0,0,1,1,665,0
Adventures Of Little Ninja - Bouncy Tiny Assassin Rush FREE,0.0,0.0,0.0,"['2.99', '0.99', '1.99', '2.99', '3.99']",Terry Walker,4.0,EN,16179200.0,1651,1651,1,0,0,0,0,0,0,0,0,0,0,0,0,360,0
1942 Pacific Front,4.0,236.0,0.0,"['9.99', '2.99', '4.99', '18.99', '45.99', '89.99']",HandyGames,9.0,"EN, FR, DE, JA, KO, RU, ZH, ES, ZH",159301632.0,1568,658,0,0,0,0,0,0,0,0,0,0,1,0,0,2111,910
An Egypt Mummy Escape - Scary Corpse Hop Frenzy FREE,0.0,0.0,0.0,['2.99'],Terry Walker,4.0,EN,62189568.0,1652,1652,0,0,0,0,1,0,0,0,0,0,0,0,0,507,0
Flits Draughts,0.0,0.0,4.99,['0.0'],Klaas Bor,4.0,EN,44396544.0,1553,1374,0,0,1,0,0,0,0,0,0,0,0,0,0,1567,179
Catanous - Catan Generator,4.5,11.0,0.0,['0.0'],David Elsonbaty,4.0,EN,25435136.0,652,359,0,0,1,0,0,0,0,0,0,0,0,0,1,412,293
Ostfront,0.0,0.0,0.0,['1.99'],"Porcellus, Inc.",12.0,EN,56446976.0,1653,1653,1,0,0,0,0,0,1,0,0,0,0,0,0,329,0
Chinese Checkers Touch,1.5,71.0,0.0,['0.0'],Kevin White,4.0,"EN, ZH, ZH",12400640.0,1680,197,0,0,1,0,0,0,1,0,0,0,0,0,0,327,1483
"""Don't Touch the Glass | Line Finger Rotate & Smash!""",4.0,35.0,0.0,['2.99'],"Lazy Days, LLC",4.0,EN,25415680.0,1640,1624,0,0,0,0,0,0,1,1,0,0,0,0,0,640,16
Tres-En-Raya,0.0,0.0,0.0,['0.0'],isoluciona,4.0,EN,2691072.0,1681,1681,0,0,0,0,0,0,1,1,0,0,0,0,0,828,0
Zombie Go Ballistic: Rampaging,3.5,5.0,0.0,"['1.99', '19.99', '1.99']","Heaven Spirit Network Technology Co., Ltd.",17.0,EN,109137920.0,1659,1635,1,0,0,0,0,0,0,0,0,0,0,0,0,1535,24
Gangwars,0.0,0.0,0.0,['0.0'],Ilya Kivilev,17.0,EN,29308928.0,1596,1363,0,0,0,0,0,0,0,0,0,0,1,0,0,380,233
Pumpkin Solitaire,0.0,0.0,0.0,['0.0'],MmpApps Corp.,4.0,EN,21668864.0,1648,151,0,0,0,1,0,0,1,0,0,0,0,0,0,386,1497
Snow-Man Christmas Holiday North Pole Frosty Town Jump,0.0,0.0,0.0,"['4.99', '29.99']",Dane Mizzles,4.0,EN,14987264.0,1663,1663,0,0,0,0,0,0,1,1,0,0,0,0,0,80,0
Hidden Objects:Christmas Special,0.0,0.0,0.0,"['2.99', '0.99', '0.99', '0.99', '0.99']",mahesh aghera,4.0,EN,15147008.0,1681,1681,0,0,0,0,0,0,0,0,1,0,0,0,0,1080,0
Escape The curious pharaoh,0.0,0.0,0.0,['0.0'],George Charles,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",39677952.0,1673,400,0,1,0,0,0,0,0,0,0,0,0,0,0,1032,1273
Dreamlike Escape Hospital,3.0,6.0,0.0,['0.0'],George Charles,9.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",39956480.0,1673,401,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1272
Dreamlike Escape Chrono Cross,0.0,0.0,0.0,['0.0'],George Charles,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",40210432.0,1673,399,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1274
Escape Preschool,0.0,0.0,0.0,['0.0'],George Charles,4.0,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",14004224.0,1673,1673,0,0,0,0,0,0,0,0,1,0,0,0,0,1435,0
Escape Danger Zone,0.0,0.0,0.0,['0.0'],George Charles,9.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",37580800.0,1673,399,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1274
Escape Zombie Area,0.0,0.0,0.0,['0.0'],George Charles,9.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",38543360.0,1673,398,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1275
Smart Blacksmith,3.5,12.0,0.0,['0.0'],George Charles,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",37957632.0,1673,398,0,0,0,0,0,0,0,0,1,0,0,0,0,1032,1275
Galaxy Wars - Ice Empire,4.0,475.0,0.0,['0.0'],Tiny Games,9.0,EN,57135104.0,1674,1487,0,0,0,0,1,0,1,0,0,0,0,0,0,904,187
Dawn of Steel,4.5,2538.0,0.0,"['4.99', '9.99', '19.99', '29.99', '49.99', '99.99', '5.99', '7.99', '15.99', '3.99']",Flaregames GmbH,9.0,"NL, EN, FR, DE, ID, IT, JA, KO, MS, PL, PT, RU, ES, TH, ZH, TR, VI",164857856.0,1380,1024,1,0,0,0,0,0,0,0,0,0,0,0,0,2693,356
Juicy Jelly Happy Fruit Match,0.0,0.0,0.0,['2.99'],"Netsummit Marketing, Inc.",4.0,EN,25710592.0,1651,1651,0,0,0,0,0,0,0,0,1,0,0,0,0,1303,0
Zombie Run From Hell,0.0,0.0,0.0,['0.0'],"UberZany Games, LLC",4.0,EN,98459648.0,1658,1658,0,0,0,0,0,0,1,0,0,0,1,0,0,383,0
Soda Rocket - Match-3 Puzzle Game,4.5,26.0,0.0,"['0.99', '1.99', '9.99', '4.99', '2.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,4.0,EN,44310528.0,1657,1657,0,0,0,0,0,0,1,0,1,0,0,0,0,1330,0
Candy Legend Mania,0.0,0.0,0.0,"['0.99', '2.99', '5.99', '9.99', '19.99']",Ning Qu,4.0,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",43261952.0,1680,1680,0,0,0,0,0,1,0,0,1,0,0,0,0,1078,0
Christmas Cookie Clicker,5.0,6.0,0.0,['0.0'],Tomato Factory,4.0,EN,145723392.0,1679,1679,0,0,0,0,0,0,0,0,0,0,1,0,1,209,0
"""Modern Campaigns - North German Plain '85""",4.5,8.0,2.99,['0.0'],John Tiller,12.0,EN,53971968.0,1674,1246,0,0,0,0,0,0,0,0,0,0,1,0,0,970,428
Kaiser 64,0.0,0.0,0.99,['0.0'],Johannes Tscholl,9.0,"EN, DE",35035136.0,1596,1361,0,0,0,0,0,0,0,0,0,0,1,0,0,714,235
Hidden Objects:A Christmas Special,0.0,0.0,0.0,"['2.99', '0.99', '0.99', '0.99', '0.99', '0.99']",Rohit Aghera,4.0,EN,12886016.0,1675,1675,0,0,0,0,0,0,0,0,1,0,0,0,0,1194,0
Game of Boom-EN,0.0,0.0,0.0,['0.0'],one one,4.0,EN,18493440.0,1671,1671,0,0,0,0,0,0,1,0,1,0,0,0,0,602,0
Game of Boom-CN,0.0,0.0,0.0,['0.0'],one one,4.0,"EN, ZH, ZH",18513920.0,1669,1669,0,0,0,0,0,0,1,0,1,0,0,0,0,602,0
Hidden Objects Of A Special Christmas,0.0,0.0,0.0,"['2.99', '0.99', '0.99', '0.99', '0.99', '0.99']",sumit aghera,4.0,EN,38178816.0,1674,924,0,0,0,0,0,0,0,0,1,0,0,0,0,1198,750
Star Catchers,4.5,8.0,0.0,['0.99'],Direct Agents Ltd,4.0,"EN, JA, ZH",42100736.0,1617,173,0,0,0,0,0,0,0,0,1,0,0,0,0,485,1444
HEX Latam,0.0,0.0,0.0,['0.0'],Nearby App,4.0,"EN, ES",11591680.0,1657,1641,0,0,0,0,0,0,0,0,1,0,0,0,0,243,16
Cookie Crush Mania - 3 match puzzle splash game,4.5,179.0,0.0,"['1.99', '1.99', '4.99', '2.99', '8.99', '9.99', '1.99', '15.99', '6.99', '4.99']",pengfei zheng,12.0,EN,103304192.0,1631,1111,0,0,0,0,0,0,0,0,1,0,0,0,1,1342,520
WellFlung,0.0,0.0,0.0,['0.0'],On The Go Technology,4.0,EN,30005248.0,1620,528,0,0,0,0,0,0,0,1,0,0,0,0,0,1364,1092
ATC4Real Pro Vol.9,0.0,0.0,7.99,['0.0'],Luis Zaragoza,4.0,EN,29790208.0,1672,1568,0,0,0,0,0,0,0,0,0,0,1,0,0,2729,104
Desktop Tower Defense Defence - Hard Strategy Game,4.5,74.0,0.0,['0.0'],Chi Shing Fung,12.0,EN,18919424.0,1646,1157,1,0,0,0,0,0,1,0,0,0,0,0,0,1421,489
Microbes and Viruses - The Bigger Life Form Wins - Impossible Inchy Bacteria War Game,4.5,77.0,0.0,['0.0'],CyberValue LLC,9.0,EN,9433088.0,1655,1573,0,0,0,0,0,0,1,0,0,0,0,0,0,228,82
Hammer Pig,0.0,0.0,0.0,['0.0'],Shuang Wang,12.0,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",14106624.0,1673,1673,0,0,0,0,0,0,1,0,0,0,0,0,1,219,0
Kingdom Chronicles 2 HD,4.5,262.0,0.0,"['4.99', '3.99', '1.99', '2.99', '0.99']",Primerose Solutions LLP,4.0,"EN, FR, DE, RU",243174400.0,1267,1154,0,1,0,0,0,0,1,0,0,0,0,0,0,849,113
Kingdom Chronicles 2,4.0,27.0,0.0,"['4.99', '3.99', '2.99', '1.99', '0.99']",Primerose Solutions LLP,4.0,"EN, FR, DE, RU",268368896.0,1253,139,0,1,0,0,0,0,1,0,0,0,0,0,0,849,1114
Kingdom Chronicles 2 HD (Full),3.5,24.0,4.99,['0.0'],Primerose Solutions LLP,4.0,"EN, FR, DE, RU",243174400.0,1253,1154,0,1,0,0,0,0,1,0,0,0,0,0,0,849,99
Kingdom Chronicles 2 (Full),3.5,11.0,2.99,['0.0'],Primerose Solutions LLP,4.0,"EN, FR, DE, RU",243178496.0,1247,1154,0,1,0,0,0,0,1,0,0,0,0,0,0,849,93
Stack Towers - Stack The Blocks To Build The Highest Tower,0.0,0.0,0.0,['0.0'],Alessandra Labombarda,4.0,EN,10539008.0,1659,1633,0,0,0,0,1,0,1,0,0,0,0,0,0,395,26
Simon Says + Lite,3.5,7.0,0.0,['0.0'],Flavio Serrazes,4.0,"EN, DE, PT, ES",45032448.0,1582,349,0,0,0,0,0,0,1,0,1,0,0,0,0,1641,1233
Flangry Jump Free (Exciting Century War of Birds),0.0,0.0,0.0,['1.99'],Zinitt,4.0,"EN, MS, ZH, ZH",23697408.0,1672,896,0,1,0,0,0,0,1,0,0,0,0,0,0,1596,776
King of Checkers,0.0,0.0,0.0,['0.0'],MOBIRIX,4.0,"EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH",24709120.0,1657,197,0,0,1,0,0,0,1,0,0,0,0,0,0,374,1460
Number Monkey,0.0,0.0,0.0,['0.0'],"Vigilante Studios, LLC",4.0,"EN, FR, DE, IT, JA, KO, RU, ZH, ES, SV, TH, ZH",1544192.0,1672,1668,0,0,0,0,0,1,0,0,1,0,0,0,0,173,4
Clash of Kings - CoK,4.0,27753.0,0.0,"['0.99', '4.99', '9.99', '99.99', '19.99', '49.99', '24.99', '4.99', '4.99', '84.99']",ELEX Wireless,12.0,"AR, NL, EN, FR, DE, ID, IT, JA, KO, NB, PL, PT, RO, RU, ZH, ES, TH, ZH, TR, UK",218776576.0,1646,-29,0,0,0,0,0,0,1,0,0,1,0,0,0,2861,1675
IQ Block,0.0,0.0,0.0,['2.99'],Psycho Bear Studios,4.0,EN,36884480.0,1485,1485,0,0,0,0,0,0,1,0,1,0,0,0,0,1188,0
Iron Tank 3,0.0,0.0,0.0,['4.99'],haiyan liu,9.0,EN,24150016.0,1667,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,549,12
Solitaire Klondike Brain,0.0,0.0,0.0,['0.0'],WhatWapp Entertainment,4.0,EN,79328256.0,1582,105,0,0,0,1,0,0,0,0,0,0,0,0,0,917,1477
Hungry  Monkey & Bananas:  Monkey Feeding Challenge Game Free For Kids,0.0,0.0,0.0,['0.0'],Faisal Mahmud,4.0,EN,24940544.0,1671,1671,0,0,0,0,1,0,1,0,0,0,0,0,0,582,0
Age of Cavemen,4.5,245.0,0.0,"['3.99', '4.99', '9.99', '4.99', '4.99', '19.99', '1.99', '2.99', '9.99', '99.99']",Fuero Games Sp. z o.o.,9.0,EN,251364352.0,1402,445,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,957
Binary 2048,0.0,0.0,0.0,['0.0'],Bdapps,4.0,EN,491520.0,1672,1672,0,0,0,0,0,0,0,0,0,0,0,0,1,327,0
Beesell,0.0,0.0,0.0,['0.0'],Hursh Jain,12.0,EN,34816000.0,1645,982,0,1,0,0,0,0,0,0,0,0,0,0,1,1115,663
Crazy Pizzeria Kitchen Chef! Pizza Slicing Game - Restaurant Cooking Cut and Slice!,4.5,63.0,0.0,"['0.99', '7.99', '19.99', '2.99']",Anh Hoang,4.0,EN,51474432.0,1656,1099,0,0,0,0,0,0,1,0,0,0,0,0,0,266,557
Block Man Hero: Super Tight-Wire Bridge Crossing,3.5,20.0,0.0,['0.0'],Phillip Kung,4.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",18321408.0,1662,1662,1,0,0,0,0,0,0,0,0,0,0,0,0,455,0
Chain Reaction Classic,4.5,2003.0,0.0,['0.0'],Jumping Pixel Games,4.0,EN,35073024.0,1667,751,0,0,0,0,0,0,1,0,0,0,0,0,1,1365,916
Bouncy Drop,4.5,24.0,0.0,"['1.99', '2.99', '0.99', '0.99', '4.99']",Hart Holdings,4.0,EN,96531456.0,1463,1205,0,0,0,0,1,0,1,0,0,0,0,0,0,845,258
My Smart Girl,0.0,0.0,0.0,['0.0'],tecworks,9.0,EN,61164544.0,1671,952,0,0,1,0,0,0,1,0,0,0,0,0,0,1512,719
