Name,Average_User_Rating,User_Rating_Count,Price,In-app_Purchases,Developer,Age_Rating,Languages,Size,Original_Release_Date,Current_Version_Release_Date,Action,Adventure,Board,Card,Casual,Education,Entertainment,Family,Puzzle,Role Playing,Simulation,Sports,Other,desc_lengths,Difference_in_Days
American Diesel Trains,4.5,54.0,0.0,"['3.99', '0.99', '0.99', '2.99', '16.99', '0.99', '2.99']",Cezary Tomczak,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",89515008.0,544,167,0,0,0,0,0,0,0,0,0,0,1,0,0,1454,377
Shoot It - 3D,0.0,0.0,0.0,['0.0'],Mohammad El khatib,4.0,EN,246830080.0,534,504,0,0,0,0,0,0,0,0,0,0,0,0,0,213,30
Spin Monster,0.0,0.0,0.0,['0.0'],Liu ShunE,4.0,EN,50456576.0,539,486,0,0,0,0,0,0,0,0,1,0,0,0,0,453,53
Pocket City,4.5,1966.0,3.99,['0.0'],Codebrew Games Inc.,9.0,EN,26976256.0,330,-15,0,0,0,0,0,0,0,0,0,0,1,0,0,520,345
Wooden Block Puzzle - Extreme,4.5,10.0,0.0,['0.0'],shaobin wu,4.0,"CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, IT, JA, KO, NB, PL, PT, RO, RU, ZH, SK, ES, SV, ZH, TR",25974784.0,543,543,0,0,0,0,0,0,0,0,1,0,0,0,0,608,0
Robot Warrior Tower Defense,0.0,0.0,0.0,"['0.99', '0.99', '1.99']",Ashfaq Ahmad,12.0,EN,217459712.0,531,531,1,0,0,0,0,0,1,0,0,0,0,0,0,2339,0
King Arthur Tower Defense,0.0,0.0,0.0,['0.0'],Salvador Sevillano,9.0,EN,198403072.0,546,546,1,0,0,0,0,0,0,0,0,0,0,0,0,3806,0
DotSpace,0.0,0.0,0.0,['0.0'],Stephen Samuelsen,4.0,EN,55563264.0,498,498,0,0,0,0,0,0,0,0,1,0,0,0,1,815,0
Tenz!,0.0,0.0,0.0,['0.0'],Melvin Hung,4.0,EN,45687808.0,546,546,0,0,0,0,0,0,0,0,1,0,0,0,0,166,0
Target Four,0.0,0.0,0.0,['0.0'],Gerhard Lentschik,4.0,"EN, DE",39049216.0,547,542,0,0,1,0,0,0,1,0,0,0,0,0,0,425,5
Dancing Line Bounce Ballz,0.0,0.0,0.0,['0.0'],Shiv Technolabs Private Limited,4.0,EN,69161984.0,547,547,0,0,0,0,1,0,1,0,0,0,0,0,0,1145,0
Remember It Super Bikes Match,0.0,0.0,0.99,['0.0'],Added Entertainment Ltd,4.0,EN,90278912.0,481,217,0,0,0,0,0,0,1,0,1,0,0,0,0,1624,264
Magic Brick Wars,5.0,308.0,0.0,"['4.99', '4.99', '9.99', '3.99', '1.99', '5.99', '19.99', '4.99', '4.99', '0.99']",Halfbrick Studios,12.0,"ZH, EN, PT",263804928.0,195,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1642,186
Rabies War Room,0.0,0.0,0.0,['0.0'],ProGaming,4.0,EN,174081024.0,544,527,0,0,0,0,0,0,0,0,0,0,1,0,0,1016,17
Guess Number ( Bulls & Cows ),0.0,0.0,0.0,['0.0'],Huseyin Kocaman,4.0,"EN, TR",43870208.0,545,294,0,0,0,0,0,1,0,0,1,0,0,0,0,876,251
Phantom Signal,0.0,0.0,1.99,['0.0'],Aleksandr Kolodochko,4.0,"EN, FR, DE, RU",336491520.0,437,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1232,37
Call of War: Multiplayer RTS,4.5,1580.0,0.0,"['8.99', '1.99', '3.99', '17.99', '26.99', '44.99', '89.99', '4.99', '4.99', '26.99']",Bytro Labs GmbH,12.0,EN,31551488.0,471,-7,0,0,0,0,0,0,1,0,0,0,1,0,0,1612,478
Fall of Reich: World War Blitz,4.5,43.0,0.0,"['1.99', '0.99', '6.99', '3.99', '12.99', '25.99']",Zhongnan Ma,12.0,"EN, ZH",70109184.0,532,303,0,0,0,0,1,0,1,0,0,0,0,0,0,796,229
Basketo,0.0,0.0,0.0,['9.99'],Rab nawaz Hussain,17.0,EN,14779392.0,544,541,0,0,0,0,0,0,1,0,0,0,0,1,0,272,3
One Touch Line Draw Game,0.0,0.0,0.0,['0.99'],Hirakumar Patel,4.0,"AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, FA, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",28189696.0,511,450,0,0,1,0,0,1,0,0,0,0,0,0,0,404,61
Ships of Battle Age of Pirates,3.5,52.0,0.0,"['4.99', '3.99', '0.99', '0.99', '7.99', '8.99', '2.99', '9.99', '4.99', '2.99']",Artik Games Studio,12.0,EN,722295808.0,104,83,1,0,0,0,0,0,1,0,0,0,0,0,0,2721,21
Plumber Connect Pipes Water,0.0,0.0,0.0,['1.99'],Siriya Sappianlert,4.0,EN,78071808.0,466,466,0,0,0,0,0,0,1,0,1,0,0,0,0,934,0
Sky Kingdoms: Dragon War,5.0,2566.0,0.0,"['99.99', '19.99', '0.99', '99.99', '4.99', '99.99', '4.99', '19.99', '19.99', '4.99']",7 Pirates Limited,12.0,"AR, EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH",137001984.0,437,-20,0,0,0,0,0,0,0,0,0,1,0,0,0,1792,457
Doll House Design & Craft 2,3.0,45.0,0.0,['0.0'],Gulfam Asghar,4.0,EN,218650624.0,530,530,0,0,0,0,0,0,1,0,0,0,1,0,0,1256,0
Wars Mobile:World War II,3.5,18.0,0.0,"['0.99', '0.99', '9.99', '4.99', '0.99', '0.99', '4.99', '0.99', '4.99', '19.99']",Gamepip,12.0,EN,489121792.0,334,256,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,78
MOMON: Mobile Monsters,0.0,0.0,0.0,"['9.99', '5.99', '2.99']","MAENTRUS DIGITAL LAB, PT",9.0,EN,561465344.0,372,372,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,0
City Builder Mobile,0.0,0.0,0.99,['0.0'],BoomBox SL,4.0,EN,448284672.0,256,256,0,0,0,0,0,0,0,0,1,0,0,0,0,1351,0
Cooking Crazy Burger,0.0,0.0,0.0,['0.0'],Whalesoft Studio,4.0,EN,165107712.0,543,543,0,0,0,0,1,0,1,0,0,0,0,0,0,250,0
Spin RockPaperScissors,0.0,0.0,0.0,['0.0'],Yang Sheng Kao,4.0,EN,27757568.0,544,544,0,0,0,0,0,0,1,0,0,0,0,0,1,60,0
FighterApplePicking,0.0,0.0,0.0,['0.0'],KYOSUKE YASUDA,4.0,EN,15823872.0,543,543,1,0,0,0,0,0,1,0,0,0,0,0,0,193,0
Sensei Sudoku,0.0,0.0,0.0,['0.0'],Mark Lucking,4.0,EN,8696832.0,542,542,0,0,0,0,0,0,0,0,1,0,0,0,0,876,0
ZiggerZagger,0.0,0.0,0.0,['0.0'],Ryan Morrison,4.0,EN,109208576.0,542,542,0,0,0,0,0,0,0,0,1,0,0,0,0,234,0
Harvester Farming Simulator 18,0.0,0.0,0.0,"['1.99', '11.99']",Sublime Games,4.0,EN,151652352.0,520,414,0,0,0,0,0,0,0,0,0,0,1,0,0,1961,106
ISM Holidays,0.0,0.0,0.0,['0.0'],Scott Hood,4.0,EN,31077376.0,538,506,0,0,0,0,0,0,1,0,0,0,1,0,0,793,32
Kit - The Drinking Game,5.0,8.0,0.99,['0.0'],"Kit Studios, LLC",17.0,EN,22906880.0,453,358,0,0,0,0,0,0,1,0,0,0,0,0,1,702,95
Math Facts To 100,0.0,0.0,2.99,['0.0'],Jany Wijaya,4.0,EN,10895360.0,537,537,0,0,1,0,0,1,0,0,0,0,0,0,0,2038,0
TM Resource Tracker,0.0,0.0,0.0,['1.99'],Matthew Schatz,4.0,EN,65371136.0,162,162,0,0,1,0,0,0,1,0,0,0,0,0,0,1300,0
WD Speedup Calculator,0.0,0.0,0.0,['0.0'],Jonathan Guthrie,4.0,EN,7980032.0,511,511,0,0,0,0,0,0,0,0,0,0,0,0,1,221,0
One Touch Connect Anime Maker,0.0,0.0,0.0,['0.0'],Pham Van Khai,4.0,EN,31365120.0,541,252,0,0,0,0,0,0,0,0,1,0,0,0,0,1362,289
Skillz - Brain Games,3.5,7.0,0.0,"['2.99', '1.99']",Prashanthi G,4.0,"NL, EN, FR, DE, IT, JA, PT, RU, ZH, ES",29462528.0,481,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1740,480
"""3x3 Rubik's Cube Solver""",2.0,23.0,0.0,['0.0'],BENABBI Oussama,4.0,EN,56676352.0,541,354,0,0,0,0,0,0,1,0,0,0,1,0,0,674,187
Line Up!!,0.0,0.0,0.0,['1.99'],Nathaniel Wilson,4.0,EN,26680320.0,541,541,0,0,0,0,1,0,1,0,0,0,0,0,0,370,0
Crypto Crush!,5.0,7.0,0.0,"['0.99', '1.99', '2.99', '0.99']",Julian Viole,4.0,"EN, HU",31110144.0,538,535,0,0,0,0,0,0,0,0,1,0,0,0,1,449,3
Bubble Magic Gem,5.0,9.0,0.0,['1.99'],Bulong Chen,4.0,EN,88414208.0,26,-9,0,0,0,0,0,0,1,0,1,0,0,0,0,807,35
WoD - World of Domination,2.5,5.0,0.0,['0.99'],Hopes,4.0,EN,197529600.0,502,140,0,0,1,0,0,0,0,0,0,0,0,0,0,1076,362
Animaze!,0.0,0.0,0.0,['2.99'],Blyts,9.0,EN,408862720.0,340,340,0,0,0,0,0,0,0,0,1,0,0,0,0,548,0
Gotchaaa!,0.0,0.0,0.0,['0.99'],Isabella McClymont,12.0,EN,32311296.0,537,537,0,0,0,0,0,0,1,0,0,0,0,0,1,931,0
Pedesis,5.0,11.0,0.0,['0.0'],SipRadius LLC,4.0,EN,9394176.0,540,458,0,0,0,0,1,0,1,0,0,0,0,0,0,319,82
AR_Craft St,0.0,0.0,0.0,"['19.99', '0.99', '0.99', '39.99', '99.99', '9.99', '0.99', '0.99', '4.99', '59.99']",Vicent Sun,9.0,EN,440888320.0,526,273,0,0,0,0,0,0,1,0,0,0,1,0,0,425,253
City Car Transporter Trailer,0.0,0.0,0.0,['0.0'],Gulfam Asghar,4.0,EN,137324544.0,534,471,0,0,0,0,0,0,1,0,0,0,1,0,0,2911,63
City Real Road Construction,0.0,0.0,0.0,['0.0'],Gulfam Asghar,4.0,EN,232242176.0,527,527,0,0,0,0,0,0,1,0,0,0,1,0,0,3011,0
Offroad Fruit Delivery Truck,0.0,0.0,0.0,['0.0'],Sadiq Ullah,4.0,EN,139374592.0,534,534,0,0,0,0,0,0,1,0,0,0,1,0,0,2526,0
Space Station Simulator,4.5,47.0,0.0,"['0.99', '0.99', '1.99', '1.99', '2.99', '1.99', '3.99', '0.99', '1.99', '1.99']",appscraft,4.0,"EN, RU",100813824.0,472,435,0,0,0,0,0,0,1,0,0,0,1,0,0,691,37
Spore Monsters.io Pitfall Crab,4.5,290.0,0.0,"['3.99', '0.99', '0.99', '3.99', '1.99', '6.99', '3.99', '0.99', '0.99', '1.99']",Vladimir Jirov,9.0,EN,247640064.0,490,-26,0,0,0,0,0,0,1,0,0,1,0,0,0,3001,516
I got Worms,4.5,32.0,0.0,['1.99'],Johannes Mock,4.0,EN,64749568.0,531,506,0,0,0,0,0,0,0,0,0,0,1,0,0,757,25
Fruits Juice - Sweet Charm Pop,0.0,0.0,0.0,"['15.99', '6.99', '1.99', '4.99', '9.99', '29.99', '49.99', '1.99']",las Condes,4.0,"EN, JA, ZH, ZH",86832128.0,534,534,0,0,0,0,0,0,0,0,0,1,0,0,0,518,0
Man VS. Monster,4.5,6.0,0.0,['0.0'],Brown Lucy,4.0,EN,183025664.0,517,517,0,1,0,0,0,0,1,0,0,0,0,0,0,1276,0
Snake Blaster,4.0,5.0,0.0,['0.0'],Addictive Substance LLC,4.0,EN,59892736.0,526,526,0,0,0,0,1,0,0,0,0,0,0,0,0,126,0
Three Kingdoms : Massive War,4.5,289.0,0.0,"['0.99', '4.99', '19.99', '9.99', '2.99', '1.99', '2.99', '49.99', '0.99', '4.99']","Efun Games Co.,Ltd.",12.0,"EN, ZH",170235904.0,437,337,0,0,0,1,0,0,1,0,0,0,0,0,0,2067,100
Track your buddy,0.0,0.0,0.0,['0.0'],Shahzad Qureshi,9.0,EN,34481152.0,518,518,1,0,0,0,0,0,1,0,0,0,0,0,0,735,0
Ancient Bowman,3.5,6.0,0.0,"['0.99', '1.99']",Ghulam Mustafa,9.0,EN,109324288.0,531,531,0,0,0,0,0,0,1,0,0,0,1,0,0,2012,0
Xtreme Battle,0.0,0.0,0.0,"['0.99', '0.99', '0.99', '0.99', '0.99']",Adrian Minca,4.0,EN,58920960.0,530,530,1,0,0,0,0,0,0,0,0,0,0,0,0,346,0
SkatGenie,0.0,0.0,0.0,['1.99'],Torsten Palfner,4.0,DE,281400320.0,180,-22,0,0,0,1,0,0,1,0,0,0,0,0,0,2358,202
Gladiator Rising,4.5,746.0,0.0,"['1.99', '8.99', '2.99', '0.99']",Happii Gamer Studios Inc.,12.0,EN,110771200.0,482,473,0,0,0,0,0,0,0,0,0,1,0,0,0,237,9
Secret Kingdom Defenders,4.5,596.0,0.0,"['0.99', '4.99', '4.99', '4.99', '9.99', '7.99', '19.99', '0.99', '4.99', '49.99']","WA&HF,LLC",9.0,EN,143496192.0,524,366,0,1,0,0,0,0,0,0,0,0,0,0,0,1408,158
Spell Tracker for Pathfinder,4.5,15.0,4.99,['0.0'],Caster Level Limited,4.0,EN,27824128.0,534,-19,0,0,0,0,0,0,0,0,0,1,0,0,1,3575,553
Number Conquest,0.0,0.0,0.0,['0.0'],Hien Bui,4.0,EN,33522688.0,531,462,0,0,0,0,1,0,1,0,0,0,0,0,0,1492,69
Tiny Dragons - Clicker Game,5.0,50.0,0.0,"['2.99', '2.99', '4.99', '0.99', '0.99', '0.99', '1.99', '19.99', '4.99', '9.99']",Mindstorm Studios,4.0,EN,316907520.0,536,425,0,0,0,0,0,0,0,0,0,0,1,0,0,1452,111
RoboWrecks,0.0,0.0,0.0,"['0.99', '0.99', '1.99', '0.99', '1.99', '1.99', '0.99', '0.99', '0.99', '1.99']",Jide Kareem,4.0,EN,117324800.0,437,384,0,0,0,0,0,0,0,0,1,0,0,0,0,2382,53
Hot Wheels\xae Augmoto\u2122,3.5,26.0,0.0,['0.0'],"Mattel, Inc.",4.0,EN,657691648.0,275,203,0,0,0,0,0,0,1,0,0,0,0,0,1,1234,72
"""3D Rubik's Cube : Rubik Solver""",2.0,19.0,0.0,['0.0'],BENABBI Oussama,4.0,EN,89794560.0,537,353,0,0,0,0,0,0,0,0,0,0,1,0,0,791,184
Catch Idle - Epic Clicker RPG,4.5,62.0,0.0,"['9.99', '2.99', '8.99', '0.99', '4.99', '8.99', '2.99', '9.99', '9.99', '19.99']",HalftimeStudio Inc.,9.0,"ZH, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, VI",386234368.0,437,63,0,0,0,0,0,0,0,0,0,1,0,0,0,1906,374
I Am Wizard,4.5,7.0,0.0,"['0.99', '0.99', '4.99', '9.99', '19.99']","XIJI Game Co., Ltd.",9.0,EN,310617088.0,531,530,0,0,0,0,0,0,0,0,0,0,0,0,0,908,1
Baby Anna A Day with Puppy,0.0,0.0,0.0,['0.0'],Qiaoling Zhang,4.0,"EN, ZH",47049728.0,533,533,0,0,0,0,0,0,1,0,0,0,1,0,0,516,0
Rising Warriors - War Games,4.0,8.0,0.0,"['9.99', '1.99', '9.99', '19.99', '0.99', '4.99', '1.99', '4.99', '4.99', '4.99']",Pham Son Truong,12.0,EN,312753152.0,465,82,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,383
Seul contre tous,0.0,0.0,0.0,['0.0'],AIR PRODUCTIONS,17.0,EN,52746240.0,515,391,0,0,0,0,0,0,1,0,0,0,0,0,1,734,124
AR Sea Wars,0.0,0.0,0.0,['0.0'],Dutch Rose Media,9.0,EN,258020352.0,517,517,0,0,1,0,0,0,0,0,0,0,0,0,0,619,0
Make Me Plus and Crystal Crush,0.0,0.0,0.0,['0.99'],Rolling Panda,4.0,EN,15510528.0,533,391,0,0,0,0,0,0,0,0,1,0,0,0,0,2600,142
Slime 4096+,0.0,0.0,0.0,['0.0'],Gangwei Cornwell Li,4.0,EN,185640960.0,518,457,0,0,0,0,0,0,0,0,1,0,0,0,0,193,61
DEEARTH,0.0,0.0,0.0,['0.0'],Daniel Huwiler,4.0,"EN, DE",33285120.0,532,527,1,0,0,0,0,0,0,0,0,0,0,0,0,98,5
Jumping Ball\uff01,0.0,0.0,0.0,['0.0'],Fan Yu,4.0,EN,36834304.0,518,518,0,0,0,0,0,0,1,0,1,0,0,0,0,369,0
Commando Shooter- Critical Ops,0.0,0.0,0.0,['2.99'],Sublime Games,12.0,EN,172863488.0,530,530,1,0,0,0,0,0,0,0,0,0,0,0,0,1147,0
Graviti,0.0,0.0,0.99,['0.0'],"Deterministic Technologies, LLC",4.0,EN,42009600.0,527,527,1,0,0,0,0,1,0,0,0,0,0,0,0,1489,0
Village Farmers Simulator 3D,0.0,0.0,0.0,['0.0'],Sadiq Ullah,4.0,EN,224075776.0,518,518,0,0,0,0,0,0,1,0,0,0,1,0,0,3397,0
Invasion AR,3.5,6.0,4.99,['0.0'],TAP4FUN (HONGKONG) LIMITED,12.0,EN,972133376.0,490,475,0,0,0,0,0,0,1,0,0,0,1,0,0,2567,15
Summit Way,4.5,21.0,0.0,['0.0'],Alexis Laferriere,4.0,EN,10221568.0,316,246,0,0,0,0,0,0,0,0,1,0,0,0,0,1107,70
Rows & Columns,0.0,0.0,0.99,['0.0'],Luke Jaggernauth,4.0,EN,43240448.0,527,527,0,0,0,0,0,0,1,0,1,0,0,0,0,508,0
Lazy Pirate,0.0,0.0,0.0,['0.0'],Fedor Kovalenko,9.0,EN,64651264.0,532,515,0,0,0,0,0,0,0,0,1,0,0,0,0,558,17
Wood Unblock Puzzle,0.0,0.0,0.0,['0.0'],qin lina,4.0,"EN, ZH",28793856.0,532,532,0,0,0,0,0,0,0,0,1,0,0,0,0,115,0
Submarine naval battle,0.0,0.0,0.0,"['0.99', '1.99']",enaksoft.com,9.0,"EN, FR, DE, JA, ZH, ZH",14072832.0,500,500,0,0,0,0,0,0,1,0,0,1,0,0,0,583,0
Smashers.io Foes in Worms Land,4.5,48.0,0.0,['0.0'],Alictus,4.0,EN,131017728.0,508,508,1,0,0,0,0,0,0,0,0,0,0,0,0,1244,0
SLIMIO,0.0,0.0,0.0,['2.99'],"HIMACS, Ltd.",4.0,"EN, FR, DE, IT, JA, KO, ZH, ES, ZH",127409152.0,460,138,1,0,0,0,0,0,0,0,0,0,0,0,0,514,322
Link Cracker,0.0,0.0,0.0,['0.0'],qu yang,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",36941824.0,530,530,0,0,0,0,0,0,0,0,1,0,0,0,0,446,0
Extreme Car Parking Frenzy 2,0.0,0.0,0.0,['0.0'],Ahmed Faseeh,9.0,EN,73347072.0,503,503,0,0,0,0,0,1,0,0,0,0,0,0,1,699,0
2048\xb2,0.0,0.0,0.0,['0.0'],SAMBAVIKING PTY. LTD.,4.0,EN,22950912.0,533,533,0,0,0,0,0,0,0,0,1,0,0,0,0,838,0
"""Papa's Scooperia HD""",5.0,124.0,2.99,"['4.99', '0.99', '1.99', '4.99', '0.99', '1.99']",Flipline Studios,4.0,EN,71470080.0,335,151,0,0,0,0,0,0,0,0,0,0,1,0,0,4037,184
Puzzle Pot,5.0,8.0,0.0,['0.0'],Xianghong Wu,4.0,EN,11951104.0,506,506,0,0,0,0,0,0,0,0,1,0,0,0,0,107,0
AR - CHESS,0.0,0.0,0.0,['0.0'],Faifly LLC,4.0,EN,143590400.0,480,480,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
Dotz.io Dots Battle Arena,4.5,32.0,0.0,['0.0'],Alictus,4.0,EN,123735040.0,511,161,1,0,0,0,0,0,0,0,0,0,0,0,0,1606,350
CARZ   Brain Training,3.0,6.0,0.0,"['7.99', '0.99', '2.99', '3.99', '1.99', '1.99']",Jun Saotome,4.0,"EN, JA",44930048.0,510,209,0,0,0,0,0,0,0,0,1,0,0,0,0,732,301
Vloggers Life Tycoon,2.0,33.0,0.0,['0.0'],Javier Del Alcazar Marti,4.0,EN,22367232.0,531,531,0,0,0,0,0,0,1,0,0,0,1,0,0,2307,0
Ninja Run Impossible Track,0.0,0.0,2.99,['0.0'],Shoaib Sheikh,17.0,EN,83931136.0,524,524,0,0,0,0,1,0,1,0,0,0,0,0,0,3545,0
Futuristic Battlegrounds PvP,3.5,8.0,0.0,['4.99'],Ghulam Mustafa,17.0,EN,119592960.0,524,449,1,0,0,0,0,0,1,0,0,0,0,0,0,1777,75
Nest The Game,4.0,5.0,0.0,['0.0'],Jirina Volkova,4.0,"CS, EN",29318144.0,498,169,0,0,1,0,0,0,1,0,0,0,0,0,0,4120,329
Bank Cash Security Van,0.0,0.0,0.0,['0.0'],Gulfam Asghar,4.0,EN,175196160.0,502,502,0,0,0,0,0,0,1,0,0,0,1,0,0,2634,0
Crush The Circle,0.0,0.0,0.0,['0.0'],Mae Childe,4.0,EN,20618240.0,529,404,0,0,0,0,0,0,0,0,1,0,0,0,0,1656,125
Minesweeper Man - Find Bomber,0.0,0.0,0.0,['0.0'],Navarat Werawinantanakun,4.0,EN,64718848.0,530,530,0,1,0,0,0,0,0,0,0,0,0,0,0,435,0
Jewel Hero Fight 2,0.0,0.0,0.0,['0.0'],Vu Hoang Anh,4.0,"EN, ZH, ZH",40169472.0,530,530,0,0,0,0,1,0,1,0,0,0,0,0,0,313,0
"""Filmbul '91""",4.0,5.0,0.0,['0.0'],DADIU,9.0,EN,310099968.0,524,524,0,1,0,0,0,0,0,0,0,0,0,0,0,160,0
The Triangles - Puzzle Game,0.0,0.0,0.0,['0.99'],Hirakumar Patel,4.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",27348992.0,515,515,0,0,1,0,0,0,1,0,0,0,0,0,0,615,0
Ten Sum - Ultimate Puzzle Game,0.0,0.0,0.0,['0.99'],Hirakumar Patel,4.0,"AR, HY, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, FA, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",30602240.0,515,515,0,0,1,0,0,1,0,0,0,0,0,0,0,405,0
Five Crowns Solitaire,2.5,12.0,0.0,['0.99'],d brinqs,4.0,"CS, DA, NL, EN, FR, DE, HE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH, TR",32847872.0,526,509,0,0,0,1,0,0,0,0,0,0,0,0,0,599,17
Disloyalty,4.0,67.0,0.0,"['3.99', '2.99', '8.99', '17.99', '44.99']",TICTALES,12.0,EN,229201920.0,517,100,0,0,0,0,0,0,1,0,0,0,1,0,0,2137,417
Block Off!,0.0,0.0,0.0,['1.99'],Entity3 Limited,4.0,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",102220800.0,483,483,0,0,0,0,0,0,0,0,1,0,0,0,0,411,0
Words Words Words Game,4.5,167.0,0.0,['0.0'],WINR Games Inc.,17.0,EN,221724672.0,502,134,0,0,1,0,0,0,1,0,0,0,0,0,0,107,368
Doodle God: Merge Evolution,2.5,29.0,0.0,"['2.99', '4.99', '9.99', '1.99', '19.99']",JoyBits Ltd.,4.0,"ZH, EN, RU",192013312.0,112,12,0,0,0,0,0,1,0,0,0,0,1,0,0,299,100
Potos du Rugby,0.0,0.0,0.0,['0.0'],Tristan LEMARTINEL,4.0,FR,21074944.0,317,152,0,0,0,0,0,0,0,0,0,0,0,1,0,1405,165
DigitalPuzzle 5x5,0.0,0.0,0.0,['0.99'],YongQiang Chen,4.0,"EN, ZH",16881664.0,526,8,0,0,0,0,0,0,1,0,1,0,0,0,0,220,518
Pirates - One Night Adventure,0.0,0.0,0.0,['0.0'],Nine Arrows,4.0,EN,27845632.0,499,499,0,0,1,0,0,0,0,0,0,0,0,0,0,303,0
Cash Billionaire,2.0,9.0,0.0,['0.0'],Arad Okanin,4.0,EN,36801536.0,525,179,0,0,0,0,0,0,0,0,0,0,0,0,0,732,346
PatchSky,0.0,0.0,0.0,"['0.99', '1.99', '2.99', '3.99']",Zhonghua Chen,4.0,"NL, EN, DE, ID, IT, JA, KO, PT, RU, ZH, ES, ZH",28584960.0,330,330,0,0,0,0,0,0,1,0,1,0,0,0,0,584,0
Protect Me!,0.0,0.0,0.0,['0.0'],Mohammad Rana,4.0,EN,18891776.0,524,386,0,0,0,0,0,0,1,0,0,1,0,0,0,188,138
Beesy Bee,0.0,0.0,0.0,"['9.99', '6.99']",Unicom Interactive Pte Ltd,4.0,EN,55389184.0,525,523,0,0,0,0,0,0,1,0,1,0,0,0,0,259,2
Infinite Dungeon Breach,0.0,0.0,0.0,"['9.99', '8.99', '29.99', '2.99', '39.99', '9.99', '9.99', '2.99', '49.99', '19.99']",Super Awesome Inc.,9.0,"EN, JA, KO, ZH, ZH",331788288.0,301,-22,0,0,0,0,0,0,0,0,0,1,0,0,0,1162,323
Space Leagues,5.0,5.0,0.99,['0.0'],"Lost Seraph, LLC",12.0,EN,231420928.0,467,383,0,0,0,0,0,0,0,0,0,1,0,0,0,958,84
Curling Rocks!,0.0,0.0,0.0,['0.0'],Derek Kunz,4.0,EN,5468160.0,506,486,0,0,0,0,0,0,0,0,0,0,0,1,0,1004,20
Monster Chef,4.5,1262.0,0.0,"['8.99', '19.99', '8.99', '9.99', '2.99', '4.99', '4.99', '2.99', '0.99', '3.99', '19.99']",Coconut Island Games Limited,9.0,"EN, JA, KO, ZH, ZH",284934144.0,476,-16,0,0,0,0,0,0,1,0,0,0,1,0,0,2207,492
Soccer Royale Games 2019,4.5,68.0,0.0,"['0.99', '1.99', '1.99', '1.99', '0.99', '9.99', '1.99', '1.99', '14.99', '49.99']",Genera Games,4.0,EN,265133056.0,101,21,0,0,0,0,0,0,1,0,0,0,0,1,0,980,80
Bounce Ball Breaker 2 Player,0.0,0.0,0.0,['0.0'],Navarat Werawinantanakun,4.0,EN,10049536.0,525,525,0,0,0,0,0,0,0,0,0,0,0,1,0,264,0
Blox Shock - 1010 block puzzle,4.5,48.0,0.0,['1.99'],Notus Games Ltd,4.0,"EN, RU, ZH, UK",41090048.0,518,71,0,0,0,0,0,0,0,0,1,0,0,0,0,713,447
Save The World of Animals,0.0,0.0,0.0,"['0.99', '4.99', '9.99', '14.99', '19.99', '39.99', '74.99']",FSP DEVELOPPEMENT,4.0,"EN, FR, ES",237761536.0,525,511,0,0,0,0,0,0,0,0,1,0,0,0,0,797,14
Trading Games,4.5,16.0,0.0,['0.0'],Boris Nekrushev,4.0,"EN, FR, DE, IT, PT, RU, ZH, ES, TR, UK",195098624.0,518,-5,0,0,0,0,0,0,0,0,0,0,1,0,1,1650,523
Black and white,4.5,40.0,0.0,['0.99'],Chen Qi,4.0,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HI, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",51537920.0,524,210,0,0,0,0,0,0,1,0,1,0,0,0,0,469,314
Family Business,0.0,0.0,0.0,['0.0'],CookApps,4.0,EN,134947840.0,484,413,0,0,0,0,0,0,0,0,0,0,1,0,0,1569,71
